GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0015807	L-amino acid transport	0.0095959687621431	0.0095959687621431	+1	FBgn0026439,FBgn0028425,FBgn0031424,FBgn0034911,FBgn0037533
GO:0006875	cellular metal ion homeostasis	0.0100048262112896	0.0100048262112896	+1	FBgn0011582,FBgn0015222,FBgn0015777,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0052446,FBgn0259231,FBgn0261714,FBgn0261722
GO:0034620	cellular response to unfolded protein	0.0104155517908843	0.0104155517908843	+1	FBgn0000370,FBgn0001218,FBgn0013278,FBgn0015245,FBgn0035871,FBgn0266599
GO:0008306	associative learning	0.0104155517908843	0.0104155517908843	+1	FBgn0000273,FBgn0003301,FBgn0004907,FBgn0011582,FBgn0040505,FBgn0043005,FBgn0259108
GO:0006935	chemotaxis	0.0105914148740029	0.0105914148740029	+1	FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0040505,FBgn0086677,FBgn0263930,FBgn0266599,FBgn0267002
GO:0007450	dorsal/ventral pattern formation, imaginal disc	0.0116384873385664	0.0116384873385664	+1	FBgn0011591,FBgn0026409,FBgn0037468,FBgn0039054,FBgn0039380,FBgn0040532,FBgn0263930
GO:0033500	carbohydrate homeostasis	0.0116384873385664	0.0116384873385664	+1	FBgn0000064,FBgn0000579,FBgn0001092,FBgn0003074,FBgn0023179,FBgn0028425,FBgn0038984
GO:0045666	positive regulation of neuron differentiation	0.0117222123007273	0.0117222123007273	+1	FBgn0000308,FBgn0004574,FBgn0004636,FBgn0010348,FBgn0011760,FBgn0015754,FBgn0025741,FBgn0039141,FBgn0040752
GO:0048584	positive regulation of response to stimulus	0.0117222123007273	0.0117222123007273	+1	FBgn0000273,FBgn0000308,FBgn0000370,FBgn0001257,FBgn0002622,FBgn0003997,FBgn0004636,FBgn0004907,FBgn0011481,FBgn0011591,FBgn0015754,FBgn0016930,FBgn0019972,FBgn0024326,FBgn0024921,FBgn0029175,FBgn0032840,FBgn0034476,FBgn0037301,FBgn0037671,FBgn0038504,FBgn0039054,FBgn0039141,FBgn0039688,FBgn0040281,FBgn0040505,FBgn0040752,FBgn0086677,FBgn0263930
GO:0001745	compound eye morphogenesis	0.01175700259118	0.01175700259118	+1	FBgn0000253,FBgn0002940,FBgn0003326,FBgn0003997,FBgn0004636,FBgn0010348,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0040505,FBgn0086677,FBgn0261648,FBgn0261714,FBgn0265297,FBgn0267435
GO:0003007	heart morphogenesis	0.01175700259118	0.01175700259118	+1	FBgn0000261,FBgn0001105,FBgn0001122,FBgn0004921,FBgn0015777,FBgn0035049
GO:0060541	respiratory system development	0.0119203469430349	0.0119203469430349	+1	FBgn0000150,FBgn0003162,FBgn0003514,FBgn0003997,FBgn0004101,FBgn0010350,FBgn0010452,FBgn0015777,FBgn0028662,FBgn0035049,FBgn0038916,FBgn0039411,FBgn0053196,FBgn0053556,FBgn0261648,FBgn0262732,FBgn0263930
GO:0008037	cell recognition	0.0120547521295632	0.0120547521295632	+1	FBgn0001114,FBgn0001257,FBgn0004509,FBgn0010105,FBgn0013467,FBgn0025741,FBgn0035049,FBgn0035236,FBgn0039528,FBgn0043362,FBgn0266599
GO:0046530	photoreceptor cell differentiation	0.012481206490823	0.012481206490823	+1	FBgn0000253,FBgn0002940,FBgn0004636,FBgn0013469,FBgn0013725,FBgn0013765,FBgn0015754,FBgn0023179,FBgn0034135,FBgn0040505,FBgn0086677,FBgn0261648,FBgn0261714,FBgn0261722,FBgn0265297,FBgn0267435
GO:0046488	phosphatidylinositol metabolic process	0.012481206490823	0.012481206490823	+1	FBgn0003218,FBgn0010350,FBgn0028497,FBgn0029687,FBgn0030670,FBgn0030997,FBgn0034691,FBgn0038890,FBgn0259985
GO:0008340	determination of adult lifespan	0.0125429225397347	0.0125429225397347	+1	FBgn0000261,FBgn0001257,FBgn0003301,FBgn0004507,FBgn0014141,FBgn0026439,FBgn0027111,FBgn0027491,FBgn0030718,FBgn0031820,FBgn0032840,FBgn0038880,FBgn0053138
GO:0006986	response to unfolded protein	0.0129304320006578	0.0129304320006578	+1	FBgn0000370,FBgn0001218,FBgn0013278,FBgn0015245,FBgn0035871,FBgn0266599
GO:0009132	nucleoside diphosphate metabolic process	0.0129304320006578	0.0129304320006578	+1	FBgn0000064,FBgn0000150,FBgn0000579,FBgn0001092,FBgn0003074,FBgn0014869
GO:0046486	glycerolipid metabolic process	0.0129304320006578	0.0129304320006578	+1	FBgn0000370,FBgn0003218,FBgn0010350,FBgn0028399,FBgn0028497,FBgn0029687,FBgn0030670,FBgn0030997,FBgn0032482,FBgn0034691,FBgn0038890,FBgn0053116,FBgn0259985
GO:0006757	ATP generation from ADP	0.0129304320006578	0.0129304320006578	+1	FBgn0000064,FBgn0000579,FBgn0001092,FBgn0003074,FBgn0014869
GO:0006096	glycolytic process	0.0129304320006578	0.0129304320006578	+1	FBgn0000064,FBgn0000579,FBgn0001092,FBgn0003074,FBgn0014869
GO:0048585	negative regulation of response to stimulus	0.0129304320006578	0.0129304320006578	+1	FBgn0000120,FBgn0000253,FBgn0000273,FBgn0001105,FBgn0001257,FBgn0001942,FBgn0003514,FBgn0004179,FBgn0004507,FBgn0004623,FBgn0004636,FBgn0011591,FBgn0013725,FBgn0015399,FBgn0016641,FBgn0020767,FBgn0024941,FBgn0034691,FBgn0035871,FBgn0036165,FBgn0039054,FBgn0085424,FBgn0261514,FBgn0263930
GO:0046031	ADP metabolic process	0.0129304320006578	0.0129304320006578	+1	FBgn0000064,FBgn0000579,FBgn0001092,FBgn0003074,FBgn0014869
GO:1900074	negative regulation of neuromuscular synaptic transmission	0.0132865151046201	0.0132865151046201	+1	FBgn0039141,FBgn0040505,FBgn0086677
GO:0150007	clathrin-dependent synaptic vesicle endocytosis	0.0132865151046201	0.0132865151046201	+1	FBgn0034691,FBgn0038659,FBgn0261722
GO:0090277	positive regulation of peptide hormone secretion	0.0132865151046201	0.0132865151046201	+1	FBgn0028425,FBgn0038984,FBgn0267002
GO:0090160	Golgi to lysosome transport	0.0133013096015344	0.0133013096015344	+1	FBgn0000346,FBgn0010105
GO:0048754	branching morphogenesis of an epithelial tube	0.0133392595024171	0.0133392595024171	+1	FBgn0004101,FBgn0010350,FBgn0010452,FBgn0028662,FBgn0038916,FBgn0039411,FBgn0053556
GO:0051128	regulation of cellular component organization	0.0133392595024171	0.0133392595024171	+1	FBgn0000181,FBgn0000273,FBgn0000308,FBgn0000579,FBgn0001105,FBgn0001122,FBgn0003514,FBgn0003520,FBgn0004574,FBgn0004784,FBgn0004921,FBgn0005586,FBgn0010105,FBgn0010348,FBgn0013765,FBgn0014141,FBgn0015754,FBgn0023518,FBgn0025741,FBgn0027339,FBgn0028397,FBgn0028400,FBgn0030718,FBgn0030955,FBgn0034135,FBgn0034691,FBgn0036398,FBgn0036534,FBgn0037949,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040281,FBgn0040752,FBgn0043362,FBgn0259108,FBgn0265623,FBgn0266599,FBgn0267002
GO:0060446	branching involved in open tracheal system development	0.0133392595024171	0.0133392595024171	+1	FBgn0004101,FBgn0010350,FBgn0010452,FBgn0028662,FBgn0038916,FBgn0039411,FBgn0053556
GO:0060284	regulation of cell development	0.0134236500801929	0.0134236500801929	+1	FBgn0000181,FBgn0000273,FBgn0000308,FBgn0002940,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004574,FBgn0004636,FBgn0010105,FBgn0010348,FBgn0011760,FBgn0013469,FBgn0015754,FBgn0019972,FBgn0025741,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0265297,FBgn0267002
GO:0051050	positive regulation of transport	0.0136279149249579	0.0136279149249579	+1	FBgn0000253,FBgn0004784,FBgn0010105,FBgn0010348,FBgn0028400,FBgn0028425,FBgn0032021,FBgn0033872,FBgn0038984,FBgn0259173,FBgn0259824,FBgn0267002
GO:0098656	anion transmembrane transport	0.0136279149249579	0.0136279149249579	+1	FBgn0026409,FBgn0026439,FBgn0027610,FBgn0028425,FBgn0031064,FBgn0031424,FBgn0032689,FBgn0034911,FBgn0036984,FBgn0037533,FBgn0038641,FBgn0260795
GO:0008589	regulation of smoothened signaling pathway	0.0136853145910099	0.0136853145910099	+1	FBgn0000273,FBgn0001105,FBgn0003514,FBgn0004623,FBgn0004636,FBgn0024921,FBgn0029175,FBgn0034691,FBgn0263930
GO:0051094	positive regulation of developmental process	0.013730874912994	0.013730874912994	+1	FBgn0000308,FBgn0001257,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004574,FBgn0004636,FBgn0010348,FBgn0011760,FBgn0013469,FBgn0013726,FBgn0015754,FBgn0019972,FBgn0025741,FBgn0032840,FBgn0039141,FBgn0039928,FBgn0040752,FBgn0043362
GO:0010259	multicellular organism aging	0.0137635228323397	0.0137635228323397	+1	FBgn0000261,FBgn0001257,FBgn0003301,FBgn0004507,FBgn0014141,FBgn0026439,FBgn0027111,FBgn0027491,FBgn0030718,FBgn0031820,FBgn0032840,FBgn0038880,FBgn0053138
GO:0019637	organophosphate metabolic process	0.0144180497033335	0.0144180497033335	+1	FBgn0000064,FBgn0000150,FBgn0000579,FBgn0001092,FBgn0003074,FBgn0003162,FBgn0003218,FBgn0003301,FBgn0010350,FBgn0014869,FBgn0025741,FBgn0025885,FBgn0028399,FBgn0028497,FBgn0029687,FBgn0030670,FBgn0030997,FBgn0032482,FBgn0034691,FBgn0036939,FBgn0038890,FBgn0053116,FBgn0259985,FBgn0263241,FBgn0265262
GO:0006629	lipid metabolic process	0.0144263785238837	0.0144263785238837	+1	FBgn0000370,FBgn0000527,FBgn0003218,FBgn0010350,FBgn0011693,FBgn0025885,FBgn0028399,FBgn0028497,FBgn0029687,FBgn0030485,FBgn0030670,FBgn0030828,FBgn0030997,FBgn0032336,FBgn0032402,FBgn0032482,FBgn0032973,FBgn0034691,FBgn0035914,FBgn0036939,FBgn0038432,FBgn0038610,FBgn0038890,FBgn0038984,FBgn0039141,FBgn0053110,FBgn0053116,FBgn0259985,FBgn0266124
GO:0061138	morphogenesis of a branching epithelium	0.0144263785238837	0.0144263785238837	+1	FBgn0004101,FBgn0010350,FBgn0010452,FBgn0028662,FBgn0038916,FBgn0039411,FBgn0053556
GO:0042048	olfactory behavior	0.0144666452909801	0.0144666452909801	+1	FBgn0000273,FBgn0003301,FBgn0004907,FBgn0011582,FBgn0016930,FBgn0040505,FBgn0043005,FBgn0259108
GO:0051235	maintenance of location	0.0159004092489705	0.0159004092489705	+1	FBgn0000042,FBgn0000308,FBgn0001257,FBgn0004907,FBgn0010348,FBgn0010350,FBgn0015222,FBgn0261714,FBgn0263930,FBgn0267330
GO:0001763	morphogenesis of a branching structure	0.0159759888743979	0.0159759888743979	+1	FBgn0004101,FBgn0010350,FBgn0010452,FBgn0028662,FBgn0038916,FBgn0039411,FBgn0053556
GO:0016082	synaptic vesicle priming	0.016119959821349	0.016119959821349	+1	FBgn0000346,FBgn0004574,FBgn0029687,FBgn0266720
GO:1990573	potassium ion import across plasma membrane	0.016119959821349	0.016119959821349	+1	FBgn0015777,FBgn0032689,FBgn0032946,FBgn0039081
GO:1903305	regulation of regulated secretory pathway	0.016119959821349	0.016119959821349	+1	FBgn0004636,FBgn0005586,FBgn0028400,FBgn0261089
GO:0048592	eye morphogenesis	0.0163137634379884	0.0163137634379884	+1	FBgn0000253,FBgn0002940,FBgn0003326,FBgn0003997,FBgn0004636,FBgn0010348,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0040505,FBgn0086677,FBgn0261648,FBgn0261714,FBgn0265297,FBgn0267435
GO:0090596	sensory organ morphogenesis	0.0163137634379884	0.0163137634379884	+1	FBgn0000253,FBgn0002940,FBgn0003326,FBgn0003997,FBgn0004636,FBgn0010348,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0040505,FBgn0086677,FBgn0261648,FBgn0261714,FBgn0265297,FBgn0267435
GO:0030001	metal ion transport	0.0163137634379884	0.0163137634379884	+1	FBgn0003218,FBgn0015222,FBgn0015777,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0036461,FBgn0037690,FBgn0038641,FBgn0039081,FBgn0051105,FBgn0052446,FBgn0259824,FBgn0260795,FBgn0261722,FBgn0264753
GO:0098930	axonal transport	0.0164607704527642	0.0164607704527642	+1	FBgn0004381,FBgn0015754,FBgn0037671,FBgn0040281,FBgn0267002
GO:0017157	regulation of exocytosis	0.0164607704527642	0.0164607704527642	+1	FBgn0004636,FBgn0005586,FBgn0028400,FBgn0259173,FBgn0261089
GO:0010817	regulation of hormone levels	0.0164607704527642	0.0164607704527642	+1	FBgn0004509,FBgn0011693,FBgn0023179,FBgn0028425,FBgn0032336,FBgn0038610,FBgn0038984,FBgn0041707,FBgn0267002
GO:0072583	clathrin-dependent endocytosis	0.0164607704527642	0.0164607704527642	+1	FBgn0004784,FBgn0015754,FBgn0034691,FBgn0038659,FBgn0261722
GO:0007568	aging	0.0172060885992803	0.0172060885992803	+1	FBgn0000261,FBgn0001257,FBgn0003301,FBgn0004507,FBgn0014141,FBgn0026439,FBgn0027111,FBgn0027491,FBgn0030718,FBgn0031820,FBgn0032840,FBgn0038880,FBgn0053138
GO:0009968	negative regulation of signal transduction	0.0172414393655297	0.0172414393655297	+1	FBgn0000120,FBgn0000253,FBgn0000273,FBgn0001105,FBgn0001257,FBgn0001942,FBgn0003514,FBgn0004623,FBgn0004636,FBgn0011591,FBgn0013725,FBgn0015399,FBgn0016641,FBgn0020767,FBgn0024941,FBgn0034691,FBgn0035871,FBgn0036165,FBgn0039054,FBgn0261514,FBgn0263930
GO:0040007	growth	0.0175212397703137	0.0175212397703137	+1	FBgn0000061,FBgn0000273,FBgn0000308,FBgn0001122,FBgn0003301,FBgn0003334,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0013726,FBgn0032840,FBgn0034135,FBgn0035049,FBgn0036165,FBgn0039141,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0261722,FBgn0261986,FBgn0263930,FBgn0267002
GO:0009967	positive regulation of signal transduction	0.0180258556064731	0.0180258556064731	+1	FBgn0000273,FBgn0000370,FBgn0001257,FBgn0002622,FBgn0004636,FBgn0004907,FBgn0011481,FBgn0011591,FBgn0015754,FBgn0016930,FBgn0019972,FBgn0024326,FBgn0024921,FBgn0029175,FBgn0032840,FBgn0037671,FBgn0038504,FBgn0039054,FBgn0039688,FBgn0040281,FBgn0040505,FBgn0040752,FBgn0086677,FBgn0263930
GO:0050796	regulation of insulin secretion	0.0180564544877349	0.0180564544877349	+1	FBgn0028425,FBgn0038984,FBgn0267002
GO:0030073	insulin secretion	0.0180564544877349	0.0180564544877349	+1	FBgn0028425,FBgn0038984,FBgn0267002
GO:0010737	protein kinase A signaling	0.0180564544877349	0.0180564544877349	+1	FBgn0000273,FBgn0003301,FBgn0022382
GO:0006898	receptor-mediated endocytosis	0.0185215723271394	0.0185215723271394	+1	FBgn0000120,FBgn0004784,FBgn0010105,FBgn0015754,FBgn0034691,FBgn0038659,FBgn0261722
GO:0042051	compound eye photoreceptor development	0.0185986500530467	0.0185986500530467	+1	FBgn0000253,FBgn0002940,FBgn0015754,FBgn0034135,FBgn0040505,FBgn0086677,FBgn0261714,FBgn0265297,FBgn0267435
GO:0007224	smoothened signaling pathway	0.0185986500530467	0.0185986500530467	+1	FBgn0000273,FBgn0001105,FBgn0003514,FBgn0004623,FBgn0004636,FBgn0024921,FBgn0029175,FBgn0034691,FBgn0263930
GO:0009179	purine ribonucleoside diphosphate metabolic process	0.0186069863283065	0.0186069863283065	+1	FBgn0000064,FBgn0000579,FBgn0001092,FBgn0003074,FBgn0014869
GO:0009135	purine nucleoside diphosphate metabolic process	0.0186069863283065	0.0186069863283065	+1	FBgn0000064,FBgn0000579,FBgn0001092,FBgn0003074,FBgn0014869
GO:0021700	developmental maturation	0.0186069863283065	0.0186069863283065	+1	FBgn0000181,FBgn0000273,FBgn0000308,FBgn0000527,FBgn0003520,FBgn0004574,FBgn0004907,FBgn0010348,FBgn0011760,FBgn0014859,FBgn0015754,FBgn0019972,FBgn0024326,FBgn0029687,FBgn0267002
GO:0001751	compound eye photoreceptor cell differentiation	0.0186513661478624	0.0186513661478624	+1	FBgn0000253,FBgn0002940,FBgn0004636,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0023179,FBgn0034135,FBgn0040505,FBgn0086677,FBgn0261648,FBgn0261714,FBgn0265297,FBgn0267435
GO:0050714	positive regulation of protein secretion	0.0188292418018334	0.0188292418018334	+1	FBgn0028425,FBgn0038984,FBgn0259824,FBgn0267002
GO:0030534	adult behavior	0.0194951013068734	0.0194951013068734	+1	FBgn0000273,FBgn0002940,FBgn0003301,FBgn0014141,FBgn0022382,FBgn0026439,FBgn0027491,FBgn0031453,FBgn0032840,FBgn0035385,FBgn0039141,FBgn0259231
GO:0045595	regulation of cell differentiation	0.0195402979815177	0.0195402979815177	+1	FBgn0000181,FBgn0000273,FBgn0000308,FBgn0000611,FBgn0002940,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004574,FBgn0004636,FBgn0010105,FBgn0010348,FBgn0011760,FBgn0013469,FBgn0014141,FBgn0015754,FBgn0019972,FBgn0025741,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0261648,FBgn0265297,FBgn0267002
GO:0050803	regulation of synapse structure or activity	0.0203855415283148	0.0203855415283148	+1	FBgn0001122,FBgn0003520,FBgn0030718,FBgn0031424,FBgn0034135,FBgn0034691,FBgn0038659,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040281,FBgn0043362,FBgn0259108,FBgn0267002
GO:0030431	sleep	0.0204661430076209	0.0204661430076209	+1	FBgn0000273,FBgn0001218,FBgn0003301,FBgn0004101,FBgn0011826,FBgn0032021,FBgn0033872,FBgn0038839
GO:0042052	rhabdomere development	0.0207532709010591	0.0207532709010591	+1	FBgn0000253,FBgn0002940,FBgn0015754,FBgn0034135,FBgn0261714,FBgn0267435
GO:0010976	positive regulation of neuron projection development	0.0207532709010591	0.0207532709010591	+1	FBgn0000308,FBgn0004574,FBgn0015754,FBgn0025741,FBgn0039141,FBgn0040752
GO:0032409	regulation of transporter activity	0.0208778798734321	0.0208778798734321	+1	FBgn0000253,FBgn0032021,FBgn0033872,FBgn0040752,FBgn0264753
GO:0032412	regulation of ion transmembrane transporter activity	0.0208778798734321	0.0208778798734321	+1	FBgn0000253,FBgn0032021,FBgn0033872,FBgn0040752,FBgn0264753
GO:0022898	regulation of transmembrane transporter activity	0.0208778798734321	0.0208778798734321	+1	FBgn0000253,FBgn0032021,FBgn0033872,FBgn0040752,FBgn0264753
GO:0006458	'de novo' protein folding	0.0208778798734321	0.0208778798734321	+1	FBgn0001218,FBgn0013278,FBgn0015245,FBgn0027654,FBgn0266599
GO:0048523	negative regulation of cellular process	0.0210416038542802	0.0210416038542802	+1	FBgn0000061,FBgn0000108,FBgn0000120,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0000527,FBgn0001105,FBgn0001122,FBgn0001197,FBgn0001257,FBgn0001942,FBgn0002622,FBgn0002940,FBgn0003137,FBgn0003334,FBgn0003514,FBgn0004623,FBgn0004636,FBgn0010350,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0014141,FBgn0015399,FBgn0015754,FBgn0016641,FBgn0020767,FBgn0024941,FBgn0025741,FBgn0027339,FBgn0028397,FBgn0031285,FBgn0031820,FBgn0032336,FBgn0034691,FBgn0035481,FBgn0035871,FBgn0036165,FBgn0036398,FBgn0039054,FBgn0039141,FBgn0040208,FBgn0040505,FBgn0041182,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0261514,FBgn0261648,FBgn0262714,FBgn0262732,FBgn0263352,FBgn0263930,FBgn0264753,FBgn0265297,FBgn0265623,FBgn0266000,FBgn0266599,FBgn0267002
GO:0051962	positive regulation of nervous system development	0.0210690674801597	0.0210690674801597	+1	FBgn0000308,FBgn0003520,FBgn0004574,FBgn0004636,FBgn0010348,FBgn0011760,FBgn0013469,FBgn0015754,FBgn0025741,FBgn0039141,FBgn0039928,FBgn0040752
GO:0048519	negative regulation of biological process	0.0221583858202258	0.0221583858202258	+1	FBgn0000061,FBgn0000108,FBgn0000120,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0000527,FBgn0001105,FBgn0001122,FBgn0001197,FBgn0001218,FBgn0001257,FBgn0001942,FBgn0002622,FBgn0002940,FBgn0003137,FBgn0003334,FBgn0003514,FBgn0004179,FBgn0004507,FBgn0004623,FBgn0004636,FBgn0004907,FBgn0010350,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0014141,FBgn0015399,FBgn0015754,FBgn0016641,FBgn0020767,FBgn0024941,FBgn0025741,FBgn0027339,FBgn0028397,FBgn0031285,FBgn0031820,FBgn0032336,FBgn0034691,FBgn0035481,FBgn0035871,FBgn0036165,FBgn0036398,FBgn0036534,FBgn0038839,FBgn0039054,FBgn0039141,FBgn0040208,FBgn0040505,FBgn0041182,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0261514,FBgn0261648,FBgn0261986,FBgn0262714,FBgn0262732,FBgn0263352,FBgn0263930,FBgn0264753,FBgn0265297,FBgn0265623,FBgn0266000,FBgn0266599,FBgn0267002
GO:0006796	phosphate-containing compound metabolic process	0.0222105822661351	0.0222105822661351	+1	FBgn0000064,FBgn0000150,FBgn0000253,FBgn0000273,FBgn0000370,FBgn0000579,FBgn0001092,FBgn0002938,FBgn0003074,FBgn0003162,FBgn0003218,FBgn0003301,FBgn0004636,FBgn0004784,FBgn0004907,FBgn0010350,FBgn0011826,FBgn0013674,FBgn0013678,FBgn0013684,FBgn0014869,FBgn0015399,FBgn0016641,FBgn0016930,FBgn0020767,FBgn0022382,FBgn0024326,FBgn0024734,FBgn0025741,FBgn0025885,FBgn0027491,FBgn0028399,FBgn0028497,FBgn0029687,FBgn0030670,FBgn0030718,FBgn0030997,FBgn0031294,FBgn0032482,FBgn0032840,FBgn0034691,FBgn0036939,FBgn0038504,FBgn0038890,FBgn0040281,FBgn0040505,FBgn0053116,FBgn0086677,FBgn0259985,FBgn0263241,FBgn0265262
GO:0050805	negative regulation of synaptic transmission	0.0222513219410575	0.0222513219410575	+1	FBgn0004636,FBgn0039141,FBgn0040505,FBgn0086677
GO:0046668	regulation of retinal cell programmed cell death	0.0222513219410575	0.0222513219410575	+1	FBgn0002940,FBgn0003997,FBgn0013469,FBgn0019972
GO:0008038	neuron recognition	0.0229232895590465	0.0229232895590465	+1	FBgn0001114,FBgn0001257,FBgn0004509,FBgn0010105,FBgn0025741,FBgn0035049,FBgn0035236,FBgn0039528,FBgn0043362,FBgn0266599
GO:0089718	amino acid import across plasma membrane	0.0229232895590465	0.0229232895590465	+1	FBgn0028425,FBgn0034911,FBgn0037533
GO:0046887	positive regulation of hormone secretion	0.0229232895590465	0.0229232895590465	+1	FBgn0028425,FBgn0038984,FBgn0267002
GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane	0.0229232895590465	0.0229232895590465	+1	FBgn0000346,FBgn0005586,FBgn0266720
GO:0001754	eye photoreceptor cell differentiation	0.0229232895590465	0.0229232895590465	+1	FBgn0000253,FBgn0002940,FBgn0004636,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0023179,FBgn0034135,FBgn0040505,FBgn0086677,FBgn0261648,FBgn0261714,FBgn0265297,FBgn0267435
GO:0097305	response to alcohol	0.0229232895590465	0.0229232895590465	+1	FBgn0000253,FBgn0000273,FBgn0003301,FBgn0003326,FBgn0003997,FBgn0004784,FBgn0014141,FBgn0022382,FBgn0023518,FBgn0031453
GO:0065009	regulation of molecular function	0.0229232895590465	0.0229232895590465	+1	FBgn0000120,FBgn0000253,FBgn0003137,FBgn0003162,FBgn0003997,FBgn0004623,FBgn0004907,FBgn0011591,FBgn0011760,FBgn0015399,FBgn0015754,FBgn0015777,FBgn0016641,FBgn0019972,FBgn0022382,FBgn0024326,FBgn0025741,FBgn0026376,FBgn0027491,FBgn0028743,FBgn0032021,FBgn0032946,FBgn0033872,FBgn0035871,FBgn0039054,FBgn0040505,FBgn0040752,FBgn0041182,FBgn0041707,FBgn0052506,FBgn0086677,FBgn0264753
GO:0048067	cuticle pigmentation	0.0229232895590465	0.0229232895590465	+1	FBgn0000527,FBgn0003162,FBgn0014859,FBgn0024326,FBgn0086367
GO:0061640	cytoskeleton-dependent cytokinesis	0.0229232895590465	0.0229232895590465	+1	FBgn0000042,FBgn0000043,FBgn0000308,FBgn0003514,FBgn0004574,FBgn0010348,FBgn0013726,FBgn0086784,FBgn0265297,FBgn0266124
GO:0042461	photoreceptor cell development	0.0229232895590465	0.0229232895590465	+1	FBgn0000253,FBgn0002940,FBgn0013765,FBgn0015754,FBgn0034135,FBgn0040505,FBgn0086677,FBgn0261714,FBgn0265297,FBgn0267435
GO:0015804	neutral amino acid transport	0.0229232895590465	0.0229232895590465	+1	FBgn0028425,FBgn0034911,FBgn0037533
GO:0042462	eye photoreceptor cell development	0.0229232895590465	0.0229232895590465	+1	FBgn0000253,FBgn0002940,FBgn0015754,FBgn0034135,FBgn0040505,FBgn0086677,FBgn0261714,FBgn0265297,FBgn0267435
GO:0071361	cellular response to ethanol	0.0229232895590465	0.0229232895590465	+1	FBgn0000253,FBgn0000273,FBgn0022382
GO:0099500	vesicle fusion to plasma membrane	0.0229232895590465	0.0229232895590465	+1	FBgn0000346,FBgn0005586,FBgn0266720
GO:0009185	ribonucleoside diphosphate metabolic process	0.0229232895590465	0.0229232895590465	+1	FBgn0000064,FBgn0000579,FBgn0001092,FBgn0003074,FBgn0014869
GO:0000281	mitotic cytokinesis	0.0240538242227852	0.0240538242227852	+1	FBgn0000042,FBgn0000043,FBgn0000308,FBgn0003514,FBgn0004574,FBgn0010348,FBgn0013726,FBgn0086784
GO:0032270	positive regulation of cellular protein metabolic process	0.0250231756801111	0.0250231756801111	+1	FBgn0000273,FBgn0000370,FBgn0001942,FBgn0003520,FBgn0003997,FBgn0004636,FBgn0013725,FBgn0019972,FBgn0023518,FBgn0024326,FBgn0027491,FBgn0032840,FBgn0035016,FBgn0040281,FBgn0040505,FBgn0041707,FBgn0086677,FBgn0265297,FBgn0265623
GO:0009791	post-embryonic development	0.0251162588624029	0.0251162588624029	+1	FBgn0000061,FBgn0000253,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0000370,FBgn0001122,FBgn0003162,FBgn0003326,FBgn0003514,FBgn0003997,FBgn0004101,FBgn0004636,FBgn0005593,FBgn0010452,FBgn0011591,FBgn0011760,FBgn0014141,FBgn0015222,FBgn0019972,FBgn0023179,FBgn0024921,FBgn0026084,FBgn0032336,FBgn0035049,FBgn0035871,FBgn0037671,FBgn0039411,FBgn0053196,FBgn0261648,FBgn0263930
